"event_id","time_interval","district","location1","location2","location3","link"
"activist_151",2019-08-05 20:00:00 HKT--2019-08-05 21:59:59 HKT,"東區","英皇道、健康西街","英皇道、電照街","渣華道、電照街","https://t.me/localpresshk/2207,https://t.me/windseasonhk/7435,https://t.me/antiextraditionverifiednews/1216,https://t.me/antiextraditionverifiednews/1218,https://t.me/mosdefenders/2509,https://t.me/reminder612/10380,https://t.me/reminder612/10394,https://t.me/realtimenewsbroadcasts/4267,https://t.me/realtimenewsbroadcasts/4269,https://t.me/realtimenewsbroadcasts/4270,https://t.me/frontlinelive/4533,https://t.me/ReclaimHungTo/1933,https://t.me/ReclaimHungTo/1935,https://t.me/ReclaimHungTo/1936,https://t.me/ReclaimHungTo/1941,https://t.me/ReclaimHungTo/1944,https://t.me/ReclaimHungTo/1948,https://t.me/poly9999999/4208"
"activist_152",2019-08-05 20:00:00 HKT--2019-08-05 21:59:59 HKT,"荃灣區","沙咀道",NA,NA,"https://t.me/windseasonhk/7435,https://t.me/antiextraditionverifiednews/1218,https://t.me/antiextraditionverifiednews/1219,https://t.me/reminder612/10380,https://t.me/reminder612/10394,https://t.me/frontlinelive/4533,https://t.me/ReclaimHungTo/1933,https://t.me/ReclaimHungTo/1935,https://t.me/ReclaimHungTo/1936,https://t.me/ReclaimHungTo/1941,https://t.me/ReclaimHungTo/1944,https://t.me/ReclaimHungTo/1948"
"activist_153",2019-08-05 20:00:00 HKT--2019-08-05 21:59:59 HKT,"荃灣區","路德圍",NA,NA,"https://t.me/windseasonhk/7435,https://t.me/antiextraditionverifiednews/1218,https://t.me/antiextraditionverifiednews/1219,https://t.me/reminder612/10380,https://t.me/reminder612/10394,https://t.me/frontlinelive/4533,https://t.me/ReclaimHungTo/1933,https://t.me/ReclaimHungTo/1935,https://t.me/ReclaimHungTo/1936,https://t.me/ReclaimHungTo/1941,https://t.me/ReclaimHungTo/1944,https://t.me/ReclaimHungTo/1948"
"activist_154",2019-08-05 20:00:00 HKT--2019-08-05 21:59:59 HKT,"沙田區","香港中文大學",NA,NA,"https://t.me/windseasonhk/7435,https://t.me/reminder612/10380,https://t.me/reminder612/10394,https://t.me/frontlinelive/4533,https://t.me/ReclaimHungTo/1933,https://t.me/ReclaimHungTo/1935,https://t.me/ReclaimHungTo/1936,https://t.me/ReclaimHungTo/1941"
"activist_155",2019-08-05 20:00:00 HKT--2019-08-05 21:59:59 HKT,"沙田區","瀝源邨",NA,NA,"https://t.me/windseasonhk/7435,https://t.me/reminder612/10380,https://t.me/reminder612/10394,https://t.me/frontlinelive/4533,https://t.me/ReclaimHungTo/1933,https://t.me/ReclaimHungTo/1935,https://t.me/ReclaimHungTo/1936,https://t.me/ReclaimHungTo/1941"
"activist_156",2019-08-05 20:00:00 HKT--2019-08-05 21:59:59 HKT,"離島區","香港國際機場地面運輸中心",NA,NA,"https://t.me/antiextraditionverifiednews/1218,https://t.me/ReclaimHungTo/1941"
"activist_157",2019-08-05 20:00:00 HKT--2019-08-05 21:59:59 HKT,"大埔區","大埔",NA,NA,"https://t.me/antiextraditionverifiednews/1218,https://t.me/reminder612/10380,https://t.me/frontlinelive/4533,https://t.me/eduhknews/1022,https://t.me/ReclaimHungTo/1933,https://t.me/ReclaimHungTo/1935"
"activist_158",2019-08-05 20:00:00 HKT--2019-08-05 21:59:59 HKT,"大埔區","太和",NA,NA,"https://t.me/antiextraditionverifiednews/1218,https://t.me/reminder612/10380,https://t.me/frontlinelive/4533,https://t.me/eduhknews/1022,https://t.me/ReclaimHungTo/1933,https://t.me/ReclaimHungTo/1935"
"activist_159",2019-08-05 20:00:00 HKT--2019-08-05 21:59:59 HKT,"油尖旺區","太子站",NA,NA,"https://t.me/antiextraditionverifiednews/1219,https://t.me/reminder612/10380,https://t.me/reminder612/10394,https://t.me/frontlinelive/4533,https://t.me/ReclaimHungTo/1933,https://t.me/ReclaimHungTo/1935,https://t.me/ReclaimHungTo/1936,https://t.me/ReclaimHungTo/1941,https://t.me/ReclaimHungTo/1944,https://t.me/ReclaimHungTo/1948"
"activist_160",2019-08-05 20:00:00 HKT--2019-08-05 21:59:59 HKT,"屯門區","屯門",NA,NA,"https://t.me/reminder612/10380,https://t.me/reminder612/10394,https://t.me/frontlinelive/4533,https://t.me/ReclaimHungTo/1944,https://t.me/ReclaimHungTo/1948"
"activist_161",2019-08-05 20:00:00 HKT--2019-08-05 21:59:59 HKT,"觀塘區","觀塘",NA,NA,"https://t.me/reminder612/10394,https://t.me/frontlinelive/4533,https://t.me/ReclaimHungTo/1933,https://t.me/ReclaimHungTo/1935,https://t.me/ReclaimHungTo/1936,https://t.me/ReclaimHungTo/1941,https://t.me/ReclaimHungTo/1944,https://t.me/ReclaimHungTo/1948"
"activist_162",2019-08-05 20:00:00 HKT--2019-08-05 21:59:59 HKT,"西貢區","將軍澳",NA,NA,"https://t.me/frontlinelive/4533,https://t.me/ReclaimHungTo/1933,https://t.me/ReclaimHungTo/1936"
"activist_163",2019-08-05 20:00:00 HKT--2019-08-05 21:59:59 HKT,"西貢區","寶琳",NA,NA,"https://t.me/frontlinelive/4533,https://t.me/ReclaimHungTo/1933,https://t.me/ReclaimHungTo/1936"
"activist_164",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"屯門區","v city",NA,NA,"https://t.me/weatherjj/2706,https://t.me/weatherjj/2709,https://t.me/hk926/1238,https://t.me/antiextraditionverifiednews/1221,https://t.me/antiextraditionverifiednews/1227,https://t.me/antiextraditionverifiednews/1232,https://t.me/reminder612/10517,https://t.me/reminder612/10519,https://t.me/realtimenewsbroadcasts/4312,https://t.me/realtimenewsbroadcasts/4315,https://t.me/realtimenewsbroadcasts/4350,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079,https://t.me/poly9999999/4274,https://t.me/poly9999999/4293"
"activist_165",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"屯門區","屯門警署",NA,NA,"https://t.me/weatherjj/2706,https://t.me/weatherjj/2709,https://t.me/hk926/1238,https://t.me/antiextraditionverifiednews/1221,https://t.me/antiextraditionverifiednews/1227,https://t.me/antiextraditionverifiednews/1232,https://t.me/reminder612/10517,https://t.me/reminder612/10519,https://t.me/realtimenewsbroadcasts/4312,https://t.me/realtimenewsbroadcasts/4315,https://t.me/realtimenewsbroadcasts/4350,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079,https://t.me/poly9999999/4274,https://t.me/poly9999999/4293"
"activist_166",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"元朗區","天水圍警署","天耀一邨",NA,"https://t.me/weatherjj/2706,https://t.me/reminder612/10454,https://t.me/reminder612/10519,https://t.me/realtimenewsbroadcasts/4295,https://t.me/realtimenewsbroadcasts/4306,https://t.me/frontlinelive/4650,https://t.me/frontlinelive/4666,https://t.me/frontlinelive/4667,https://t.me/frontlinelive/4669,https://t.me/frontlinelive/4685,https://t.me/frontlinelive/4698,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/1972,https://t.me/ReclaimHungTo/1981,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005,https://t.me/poly9999999/4233"
"activist_167",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"元朗區","天耀二邨",NA,NA,"https://t.me/weatherjj/2706,https://t.me/reminder612/10454,https://t.me/reminder612/10519,https://t.me/realtimenewsbroadcasts/4295,https://t.me/realtimenewsbroadcasts/4306,https://t.me/frontlinelive/4650,https://t.me/frontlinelive/4666,https://t.me/frontlinelive/4667,https://t.me/frontlinelive/4669,https://t.me/frontlinelive/4685,https://t.me/frontlinelive/4698,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/1972,https://t.me/ReclaimHungTo/1981,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005,https://t.me/poly9999999/4233"
"activist_168",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"深水埗區","深水埗警署","欽州街、荔枝角道",NA,"https://t.me/weatherjj/2706,https://t.me/antielabfactchecking/424,https://t.me/cusunews/2900,https://t.me/hk926/1235,https://t.me/antiextraditionverifiednews/1221,https://t.me/antiextraditionverifiednews/1229,https://t.me/reminder612/10519,https://t.me/realtimenewsbroadcasts/4310,https://t.me/realtimenewsbroadcasts/4311,https://t.me/frontlinelive/4667,https://t.me/frontlinelive/4768,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/1972,https://t.me/ReclaimHungTo/1981,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079,https://t.me/poly9999999/4243,https://t.me/poly9999999/4292"
"activist_169",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"深水埗區","深水埗站",NA,NA,"https://t.me/weatherjj/2706,https://t.me/antielabfactchecking/424,https://t.me/cusunews/2900,https://t.me/hk926/1235,https://t.me/antiextraditionverifiednews/1221,https://t.me/antiextraditionverifiednews/1229,https://t.me/reminder612/10519,https://t.me/realtimenewsbroadcasts/4310,https://t.me/realtimenewsbroadcasts/4311,https://t.me/frontlinelive/4667,https://t.me/frontlinelive/4768,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/1972,https://t.me/ReclaimHungTo/1981,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079,https://t.me/poly9999999/4243,https://t.me/poly9999999/4292"
"activist_170",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"深水埗區","長沙灣站","荔枝角站",NA,"https://t.me/weatherjj/2706,https://t.me/antielabfactchecking/424,https://t.me/cusunews/2900,https://t.me/hk926/1235,https://t.me/antiextraditionverifiednews/1221,https://t.me/antiextraditionverifiednews/1229,https://t.me/reminder612/10519,https://t.me/realtimenewsbroadcasts/4310,https://t.me/realtimenewsbroadcasts/4311,https://t.me/frontlinelive/4667,https://t.me/frontlinelive/4768,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/1972,https://t.me/ReclaimHungTo/1981,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079,https://t.me/poly9999999/4243,https://t.me/poly9999999/4292"
"activist_171",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"深水埗區","長沙灣政府合署","欽州街、長沙灣道",NA,"https://t.me/weatherjj/2706,https://t.me/antielabfactchecking/424,https://t.me/cusunews/2900,https://t.me/hk926/1235,https://t.me/antiextraditionverifiednews/1221,https://t.me/antiextraditionverifiednews/1229,https://t.me/reminder612/10519,https://t.me/realtimenewsbroadcasts/4310,https://t.me/realtimenewsbroadcasts/4311,https://t.me/frontlinelive/4667,https://t.me/frontlinelive/4768,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/1972,https://t.me/ReclaimHungTo/1981,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079,https://t.me/poly9999999/4243,https://t.me/poly9999999/4292"
"activist_172",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"油尖旺區","始創中心","彌敦道、荔枝角道","彌敦道、旺角道","https://t.me/weatherjj/2709,https://t.me/hktgb/8048,https://t.me/antiextraditionverifiednews/1227,https://t.me/antiextraditionverifiednews/1230,https://t.me/reminder612/10511,https://t.me/reminder612/10519,https://t.me/frontlinelive/4667,https://t.me/frontlinelive/4678,https://t.me/frontlinelive/4765,https://t.me/frontlinelive/4768,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/1972,https://t.me/ReclaimHungTo/1981,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079,https://t.me/poly9999999/4280,https://t.me/youngspiration/1750"
"activist_173",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"油尖旺區","旺角警署","太子站","聯合廣場","https://t.me/weatherjj/2709,https://t.me/hktgb/8048,https://t.me/antiextraditionverifiednews/1227,https://t.me/antiextraditionverifiednews/1230,https://t.me/reminder612/10511,https://t.me/reminder612/10519,https://t.me/frontlinelive/4667,https://t.me/frontlinelive/4678,https://t.me/frontlinelive/4765,https://t.me/frontlinelive/4768,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/1972,https://t.me/ReclaimHungTo/1981,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079,https://t.me/poly9999999/4280,https://t.me/youngspiration/1750"
"activist_174",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"油尖旺區","荔枝角道、太子道西",NA,NA,"https://t.me/weatherjj/2709,https://t.me/hktgb/8048,https://t.me/antiextraditionverifiednews/1227,https://t.me/antiextraditionverifiednews/1230,https://t.me/reminder612/10511,https://t.me/reminder612/10519,https://t.me/frontlinelive/4667,https://t.me/frontlinelive/4678,https://t.me/frontlinelive/4765,https://t.me/frontlinelive/4768,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/1972,https://t.me/ReclaimHungTo/1981,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079,https://t.me/poly9999999/4280,https://t.me/youngspiration/1750"
"activist_175",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"沙田區","沙田警署",NA,NA,"https://t.me/weatherjj/2709,https://t.me/hk926/1239,https://t.me/reminder612/10519,https://t.me/realtimenewsbroadcasts/4321,https://t.me/realtimenewsbroadcasts/4323,https://t.me/realtimenewsbroadcasts/4335,https://t.me/realtimenewsbroadcasts/4338,https://t.me/realtimenewsbroadcasts/4342,https://t.me/frontlinelive/4667,https://t.me/frontlinelive/4725,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1981,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1992,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079,https://t.me/poly9999999/4248,https://t.me/poly9999999/4258,https://t.me/poly9999999/4260"
"activist_176",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"觀塘區","觀塘游泳池",NA,NA,"https://t.me/cusunews/2914,https://t.me/hktgb/8026,https://t.me/reminder612/10501,https://t.me/reminder612/10519,https://t.me/realtimenewsbroadcasts/4339,https://t.me/frontlinelive/4732,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079,https://t.me/poly9999999/4263"
"activist_177",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"觀塘區","觀塘警署",NA,NA,"https://t.me/cusunews/2914,https://t.me/hktgb/8026,https://t.me/reminder612/10501,https://t.me/reminder612/10519,https://t.me/realtimenewsbroadcasts/4339,https://t.me/frontlinelive/4732,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079,https://t.me/poly9999999/4263"
"activist_178",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"觀塘區","觀塘觀塘道",NA,NA,"https://t.me/cusunews/2914,https://t.me/hktgb/8026,https://t.me/reminder612/10501,https://t.me/reminder612/10519,https://t.me/realtimenewsbroadcasts/4339,https://t.me/frontlinelive/4732,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079,https://t.me/poly9999999/4263"
"activist_179",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"灣仔區","警政大樓",NA,NA,"https://t.me/hktgb/8076,https://t.me/antiextraditionverifiednews/1235,https://t.me/reminder612/10519,https://t.me/realtimenewsbroadcasts/4356,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/2005,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079,https://t.me/poly9999999/4288"
"activist_180",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"東區","北角英皇道",NA,NA,"https://t.me/reminder612/10519,https://t.me/realtimenewsbroadcasts/4353,https://t.me/frontlinelive/4667,https://t.me/frontlinelive/4769,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/1972,https://t.me/ReclaimHungTo/1981,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063"
"activist_181",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"東區","北角電照街",NA,NA,"https://t.me/reminder612/10519,https://t.me/realtimenewsbroadcasts/4353,https://t.me/frontlinelive/4667,https://t.me/frontlinelive/4769,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/1972,https://t.me/ReclaimHungTo/1981,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063"
"activist_182",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"黃大仙區","黃大仙",NA,NA,"https://t.me/reminder612/10519,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/2001"
"activist_183",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"大埔區","大埔",NA,NA,"https://t.me/reminder612/10519,https://t.me/frontlinelive/4667,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1972,https://t.me/ReclaimHungTo/1981,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079"
"activist_184",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"荃灣區","南豐中心",NA,NA,"https://t.me/reminder612/10519,https://t.me/frontlinelive/4667,https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1964,https://t.me/ReclaimHungTo/1972,https://t.me/ReclaimHungTo/1981,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2029,https://t.me/ReclaimHungTo/2037,https://t.me/ReclaimHungTo/2063,https://t.me/ReclaimHungTo/2073,https://t.me/ReclaimHungTo/2079"
"activist_185",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"離島區","東涌",NA,NA,"https://t.me/frontlinelive/4667,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005"
"activist_186",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"西貢區","將軍澳",NA,NA,"https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005"
"activist_187",2019-08-05 22:00:00 HKT--2019-08-05 23:59:59 HKT,"西貢區","寶琳",NA,NA,"https://t.me/frontlinelive/4775,https://t.me/ReclaimHungTo/1988,https://t.me/ReclaimHungTo/1999,https://t.me/ReclaimHungTo/2001,https://t.me/ReclaimHungTo/2005"
"activist_188",2019-08-06 00:00:00 HKT--2019-08-06 01:59:59 HKT,"屯門區","v city","屯門站",NA,"https://t.me/weatherjj/2716,https://t.me/hktgb/8090,https://t.me/hktgb/8094,https://t.me/hktgb/8095,https://t.me/TMSafeArma/246,https://t.me/antiextraditionverifiednews/1236,https://t.me/antiextraditionverifiednews/1238,https://t.me/realtimenewsbroadcasts/4365,https://t.me/realtimenewsbroadcasts/4371,https://t.me/realtimenewsbroadcasts/4372,https://t.me/realtimenewsbroadcasts/4375,https://t.me/realtimenewsbroadcasts/4376,https://t.me/realtimenewsbroadcasts/4377,https://t.me/frontlinelive/4793,https://t.me/frontlinelive/4832,https://t.me/ReclaimHungTo/2086,https://t.me/ReclaimHungTo/2093,https://t.me/ReclaimHungTo/2099,https://t.me/ReclaimHungTo/2117,https://t.me/ReclaimHungTo/2127,https://t.me/ReclaimHungTo/2137,https://t.me/ReclaimHungTo/2140,https://t.me/poly9999999/4295,https://t.me/poly9999999/4297,https://t.me/cityuchannel/3055"
"activist_189",2019-08-06 00:00:00 HKT--2019-08-06 01:59:59 HKT,"灣仔區","警政大樓",NA,NA,"https://t.me/weatherjj/2716,https://t.me/frontlinelive/4832,https://t.me/ReclaimHungTo/2086,https://t.me/ReclaimHungTo/2093,https://t.me/ReclaimHungTo/2099,https://t.me/ReclaimHungTo/2117,https://t.me/ReclaimHungTo/2127,https://t.me/ReclaimHungTo/2137,https://t.me/ReclaimHungTo/2140"
"activist_190",2019-08-06 00:00:00 HKT--2019-08-06 01:59:59 HKT,"灣仔區","分域街、告士打道","分域街、謝斐道","分域街、駱克道","https://t.me/weatherjj/2716,https://t.me/frontlinelive/4832,https://t.me/ReclaimHungTo/2086,https://t.me/ReclaimHungTo/2093,https://t.me/ReclaimHungTo/2099,https://t.me/ReclaimHungTo/2117,https://t.me/ReclaimHungTo/2127,https://t.me/ReclaimHungTo/2137,https://t.me/ReclaimHungTo/2140"
"activist_191",2019-08-06 00:00:00 HKT--2019-08-06 01:59:59 HKT,"深水埗區","西九龍中心","欽州街、鴨寮街","欽州街、長沙灣道","https://t.me/weatherjj/2716,https://t.me/cusunews/2927,https://t.me/hk926/1247,https://t.me/hk926/1253,https://t.me/antiextraditionverifiednews/1237,https://t.me/antiextraditionverifiednews/1238,https://t.me/antiextraditionverifiednews/1241,https://t.me/realtimenewsbroadcasts/4364,https://t.me/realtimenewsbroadcasts/4367,https://t.me/frontlinelive/4786,https://t.me/frontlinelive/4832,https://t.me/frontlinelive/4847,https://t.me/ReclaimHungTo/2086,https://t.me/ReclaimHungTo/2093,https://t.me/ReclaimHungTo/2099,https://t.me/ReclaimHungTo/2117,https://t.me/ReclaimHungTo/2127,https://t.me/ReclaimHungTo/2137,https://t.me/ReclaimHungTo/2140,https://t.me/ReclaimHungTo/2148,https://t.me/ReclaimHungTo/2153,https://t.me/ReclaimHungTo/2166,https://t.me/ReclaimHungTo/2169,https://t.me/cityuchannel/3053"
"activist_192",2019-08-06 00:00:00 HKT--2019-08-06 01:59:59 HKT,"深水埗區","元州邨",NA,NA,"https://t.me/weatherjj/2716,https://t.me/cusunews/2927,https://t.me/hk926/1247,https://t.me/hk926/1253,https://t.me/antiextraditionverifiednews/1237,https://t.me/antiextraditionverifiednews/1238,https://t.me/antiextraditionverifiednews/1241,https://t.me/realtimenewsbroadcasts/4364,https://t.me/realtimenewsbroadcasts/4367,https://t.me/frontlinelive/4786,https://t.me/frontlinelive/4832,https://t.me/frontlinelive/4847,https://t.me/ReclaimHungTo/2086,https://t.me/ReclaimHungTo/2093,https://t.me/ReclaimHungTo/2099,https://t.me/ReclaimHungTo/2117,https://t.me/ReclaimHungTo/2127,https://t.me/ReclaimHungTo/2137,https://t.me/ReclaimHungTo/2140,https://t.me/ReclaimHungTo/2148,https://t.me/ReclaimHungTo/2153,https://t.me/ReclaimHungTo/2166,https://t.me/ReclaimHungTo/2169,https://t.me/cityuchannel/3053"
