"event_id","date","time","link","type","district","location1","location2","location3","location4","location5","location6","location7","location8","location9","location10","location11","location12","location13"
515,2019-09-16,"12:00:00","https://t.me/shojosupportchannel/633","assembly","東區","北角慧翠道",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,2019-09-16,"14:00:00","https://t.me/shojosupportchannel/633","assembly","東區","北角慧翠道",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
517,2019-09-16,"17:00:00","https://t.me/shojosupportchannel/633","assembly","東區","北角慧翠道",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,2019-09-16,"17:00:00","https://t.me/shojosupportchannel/633","assembly","黃大仙區","彩虹",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
519,2019-09-16,"21:00:00","https://t.me/shojosupportchannel/633","assembly","黃大仙區","彩虹邨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,2019-09-16,"19:00:00","https://t.me/cusunews/4412","assembly","沙田區","香港中文大學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,2019-09-17,"19:00:00","https://t.me/shojosupportchannel/698","chain","中西區","置地廣場","天星碼頭",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,2019-09-17,"22:00:00","https://t.me/shojosupportchannel/698","others","北區","粉嶺",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,2019-09-18,"21:00:00","https://t.me/shojosupportchannel/767","chain","灣仔區","維多利亞公園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
524,2019-09-19,"12:30:00","https://t.me/hkstandstrong_promo/10187","chain","西貢區","香港科技大學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,2019-09-19,"17:00:00","https://t.me/shojosupportchannel/794","chain","沙田區","瀝源邨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
526,2019-09-19,"19:00:00","https://t.me/shojosupportchannel/794","screening","元朗區","葡萄園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
527,2019-09-19,"19:00:00","https://t.me/shojosupportchannel/794","screening","北區","大會堂","北區大會堂",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,2019-09-19,"19:00:00","https://t.me/shojosupportchannel/794","screening","北區","祥華邨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,2019-09-19,"19:00:00","https://t.me/shojosupportchannel/794","screening","觀塘區","觀塘站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
530,2019-09-19,"20:00:00","https://t.me/shojosupportchannel/794","screening","東區","仁孚工業大廈",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,2019-09-19,"20:00:00","https://t.me/shojosupportchannel/794","screening","九龍城區","黃埔站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,2019-09-19,"20:00:00","https://t.me/shojosupportchannel/794","screening","南區","鴻福苑",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,2019-09-19,"20:00:00","https://t.me/shojosupportchannel/794","screening","黃大仙區","鑽石山",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,2019-09-19,"20:00:00","https://t.me/shojosupportchannel/794","screening","荃灣區","荃灣",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,2019-09-19,"22:00:00","https://t.me/shojosupportchannel/794","screening","荃灣區","荃灣廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
536,2019-09-20,"13:30:00","https://t.me/eatsyrup/4992,https://t.me/hkpicnic/907,https://t.me/reminder612/15888,https://t.me/antiextraditionverifiednews/1740","assembly","中西區","香港大學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
537,2019-09-20,"18:00:00","https://t.me/eatsyrup/4992,https://t.me/hkpicnic/907,https://t.me/reminder612/15888,https://t.me/antiextraditionverifiednews/1740","assembly","中西區","遮打花園","中環站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,2019-09-20,"18:00:00","https://t.me/shojosupportchannel/740","court","中西區","遮打花園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
539,2019-09-20,"16:00:00","https://t.me/hkpicnic/905","wall","油尖旺區","海港城",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,2019-09-20,"17:30:00","https://t.me/findagoodboss/137,https://t.me/findagoodboss/140","others","離島區","香港國際機場地面運輸中心",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,2019-09-20,"15:30:00","https://t.me/cusunews/4600","training","沙田區","香港中文大學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
542,2019-09-21,"15:00:00","https://t.me/antiextraditionverifiednews/1740,https://t.me/shojosupportchannel/894,https://t.me/antielabfactchecking/554","assembly","屯門區","屯門政府合署",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
543,2019-09-21,"19:00:00","https://t.me/antiextraditionverifiednews/1740,https://t.me/shojosupportchannel/894,https://t.me/antielabfactchecking/554","assembly","元朗區","元朗",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,2019-09-21,"15:00:00","https://t.me/antiextraditionverifiednews/1740,https://t.me/shojosupportchannel/894,https://t.me/antielabfactchecking/554","assembly","元朗區","元朗",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,2019-09-21,"23:00:00","https://t.me/antiextraditionverifiednews/1740,https://t.me/shojosupportchannel/894,https://t.me/antielabfactchecking/554","assembly","元朗區","元朗",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
546,2019-09-21,"09:00:00","https://t.me/shojosupportchannel/887","others","灣仔區","陳東里","天樂里",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
547,2019-09-21,"09:00:00","https://t.me/shojosupportchannel/887","others","中西區","上環",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,2019-09-21,"20:11:00","https://t.me/shojosupportchannel/887","others","東區","筲箕灣",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,2019-09-21,"15:14:00","https://t.me/shojosupportchannel/887","others","南區","南灣",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,2019-09-21,"15:14:00","https://t.me/shojosupportchannel/887","others","南區","鴨脷洲邨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,2019-09-21,"22:00:00","https://t.me/shojosupportchannel/894","assembly","黃大仙區","慈雲山中心",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,2019-09-21,"19:00:00","https://t.me/antielabfactchecking/554","assembly","九龍城區","九龍城",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,2019-09-21,"08:00:00","https://t.me/antielabfactchecking/554","assembly","九龍城區","馬頭圍邨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,2019-09-21,"08:00:00","https://t.me/antielabfactchecking/554","assembly","沙田區","沙田",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,2019-09-21,"12:00:00","https://t.me/antielabfactchecking/554","assembly","沙田區","連城廣場","新城市廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,2019-09-21,"12:00:00","https://t.me/antielabfactchecking/554","assembly","離島區","香港國際機場地面運輸中心",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,2019-09-22,"13:30:00","https://t.me/saveinghk/1083","others","離島區","香港國際機場地面運輸中心",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,2019-09-22,"12:00:00","https://t.me/antiextraditionverifiednews/1740,https://t.me/shojosupportchannel/935,https://t.me/antielabfactchecking/554","assembly","離島區","香港國際機場地面運輸中心",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,2019-09-22,"13:30:00","https://t.me/saveinghk/1083,https://t.me/twinfochannel/1215","others","葵青區","青衣",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,2019-09-22,"12:00:00","https://t.me/antiextraditionverifiednews/1740,https://t.me/shojosupportchannel/935,https://t.me/antielabfactchecking/554","assembly","沙田區","連城廣場","新城市廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,2019-09-22,"08:00:00","https://t.me/antiextraditionverifiednews/1740,https://t.me/shojosupportchannel/935,https://t.me/antielabfactchecking/554","assembly","沙田區","沙田",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,2019-09-22,"14:00:00","https://t.me/antiextraditionverifiednews/1740,https://t.me/shojosupportchannel/935,https://t.me/antielabfactchecking/554","assembly","沙田區","新城市廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,2019-09-22,"13:30:00","https://t.me/twinfochannel/1215","others","沙田區","新城市廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,2019-09-22,"08:00:00","https://t.me/shojosupportchannel/935,https://t.me/antielabfactchecking/554","assembly","九龍城區","馬頭圍邨","靠背壟道、天光道","馬頭圍道、天光道",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,2019-09-22,"13:00:00","https://t.me/shojosupportchannel/935","assembly","荃灣區","荃灣公園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,2019-09-23,"18:00:00","https://t.me/shojosupportchannel/987","strike","黃大仙區","樂富邨 樂富廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,2019-09-23,"11:30:00","https://t.me/cusunews/4713,https://t.me/cusunews/4833","others","沙田區","香港中文大學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,2019-09-24,"19:00:00","https://t.me/hkpicnic/956","memorial","荃灣區","荃灣公園","荃灣廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,2019-09-24,"23:00:00","https://t.me/twinfochannel/1261","memorial","荃灣區","荃灣公園","荃灣廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,2019-09-24,"08:00:00","https://t.me/southernbrosis/90","assembly","油尖旺區","太子站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,2019-09-24,"08:00:00","https://t.me/southernbrosis/90","assembly","南區","香港仔",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,2019-09-24,"16:30:00","https://t.me/cusunews/4837","training","沙田區","香港中文大學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,2019-09-25,"14:00:00","https://t.me/forltkelectionsoffice/2495","exhibition","沙田區","坳背灣街",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,2019-09-25,"20:00:00","https://t.me/cusunews/4849","assembly","沙田區","香港中文大學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,2019-09-25,"19:00:00","https://t.me/shojosupportchannel/1098","wall","黃大仙區","黃大仙",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,2019-09-25,"19:30:00","https://t.me/shojosupportchannel/1098","screening","黃大仙區","黃大仙",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,2019-09-25,"22:00:00","https://t.me/shojosupportchannel/1098","screening","黃大仙區","慈雲山",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,2019-09-25,"20:00:00","https://t.me/shojosupportchannel/1098","memorial","黃大仙區","毓華街",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,2019-09-25,"19:30:00","https://t.me/shojosupportchannel/1098","screening","東區","耀東邨",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,2019-09-26,"16:00:00","https://t.me/hkstandstrong_promo/11608,https://t.me/hkpicnic/957,https://t.me/shojosupportchannel/1135","chain","灣仔區","伊利沙伯體育館","聖公會鄧肇堅中學","鄧肇堅維多利亞官立中學","香港真光中學","香港華仁書院","香港鄧鏡波書院","嘉諾撒聖方濟各書院",NA,NA,NA,NA,NA,NA
581,2019-09-26,"16:00:00","https://t.me/shojosupportchannel/1135","strike","灣仔區","聖公會鄧肇堅中學","鄧肇堅維多利亞官立中學","伊利沙伯體育館","香港華仁書院",NA,NA,NA,NA,NA,NA,NA,NA,NA
582,2019-09-26,"16:00:00","https://t.me/shojosupportchannel/1135","strike","灣仔區","香港真光中學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,2019-09-26,"16:00:00","https://t.me/shojosupportchannel/1135","strike","灣仔區","香港鄧鏡波書院","嘉諾撒聖方濟各書院",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,2019-09-26,"19:00:00","https://t.me/shojosupportchannel/1135","assembly","灣仔區","利東街","皇后大道東",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,2019-09-26,"14:00:00","https://t.me/hkposter777/8781,https://t.me/hkpicnic/955,https://t.me/silverhair717/129","others","九龍城區","九龍塘站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,2019-09-26,"16:00:00","https://t.me/shojosupportchannel/1135","chain","九龍城區","九龍城",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,2019-09-26,"16:00:00","https://t.me/shojosupportchannel/1135","strike","九龍城區","何明華會督銀禧中學","賽馬會官立中學","喇沙書院","瑪利諾修院學校",NA,NA,NA,NA,NA,NA,NA,NA,NA
588,2019-09-26,"16:00:00","https://t.me/shojosupportchannel/1135","strike","九龍城區","嘉諾撒聖家書院","民生書院",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,2019-09-26,"14:00:00","https://t.me/hkposter777/8781,https://t.me/hkpicnic/955,https://t.me/silverhair717/129","others","深水埗區","九龍塘站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,2019-09-26,"14:00:00","https://t.me/hkpicnic/955","others","北區","新屋嶺扣留中心",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,2019-09-26,"16:00:00","https://t.me/shojosupportchannel/1135","chain","葵青區","葵涌廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,2019-09-26,"16:00:00","https://t.me/shojosupportchannel/1135","strike","葵青區","葵涌廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,2019-09-26,"19:00:00","https://t.me/shojosupportchannel/1135","assembly","油尖旺區","旺角站",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,2019-09-26,"23:00:00","https://t.me/shojosupportchannel/1135","assembly","油尖旺區","旺角",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,2019-09-26,"20:00:00","https://t.me/shojosupportchannel/1135","assembly","黃大仙區","毓華街",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,2019-09-27,"19:00:00","https://t.me/victimconcern/12,https://t.me/victimconcern/22,https://t.me/victimconcern/42,https://t.me/victimconcern/70,https://t.me/victimconcern/71,https://t.me/hkpicnic/1030,https://t.me/shojosupportchannel/1188","assembly","中西區","遮打花園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,2019-09-27,"21:00:00","https://t.me/victimconcern/12,https://t.me/victimconcern/22,https://t.me/victimconcern/42,https://t.me/victimconcern/70,https://t.me/victimconcern/71,https://t.me/hkpicnic/1030,https://t.me/shojosupportchannel/1188","assembly","中西區","愛丁堡廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,2019-09-27,"16:00:00","https://t.me/shojosupportchannel/1188","chain","中西區","愛丁堡廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,2019-09-27,"17:00:00","https://t.me/hkstandstrong_promo/11887,https://t.me/hkstandstrong_promo/12097,https://t.me/hkblackpolicedog/625,https://t.me/hkpicnic/962,https://t.me/shojosupportchannel/1059","musicial","深水埗區","又一城",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,2019-09-27,"17:00:00","https://t.me/shojosupportchannel/1188","chain","深水埗區","又一城",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,2019-09-27,"16:00:00","https://t.me/shojosupportchannel/1188","chain","屯門區","龍門居",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,2019-09-27,"17:00:00","https://t.me/shojosupportchannel/1188","chain","沙田區","香港中文大學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,2019-09-27,"21:00:00","https://t.me/shojosupportchannel/1188","chain","沙田區","香港中文大學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,2019-09-27,"15:30:00","https://t.me/cusunews/4874","training","沙田區","香港中文大學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,2019-09-27,"19:00:00","https://t.me/shojosupportchannel/1188","assembly","灣仔區","維多利亞公園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,2019-09-28,"14:30:00","https://t.me/hkstandstrong_promo/11514,https://t.me/hkstandstrong_promo/11980,https://t.me/hkstandstrong_promo/11983,https://t.me/hkposter777/9167,https://t.me/hkpicnic/970,https://t.me/shojosupportchannel/1234,https://t.me/Lennonovazed_channel/194","wall","中西區","政府總部",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,2019-09-28,"16:00:00","https://t.me/hkstandstrong_promo/11514,https://t.me/hkstandstrong_promo/11980,https://t.me/hkstandstrong_promo/11983,https://t.me/hkposter777/9167,https://t.me/hkpicnic/970,https://t.me/shojosupportchannel/1234,https://t.me/Lennonovazed_channel/194","wall","中西區","金鐘",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,2019-09-28,"21:00:00","https://t.me/shojosupportchannel/1234","assembly","中西區","政府總部",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,2019-09-28,"16:00:00","https://t.me/hkstandstrong_promo/12293","chain","中西區,灣仔區","海富中心","集成中心","政府總部","高等法院大樓","金鐘道政府合署","銅鑼灣廣場","維多利亞公園","修頓遊樂場",NA,NA,NA,NA,NA
610,2019-09-28,"18:00:00","https://t.me/shojosupportchannel/1005","screening","葵青區","葵涌廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,2019-09-28,"22:00:00","https://t.me/shojosupportchannel/1234","assembly","葵青區","葵涌廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,2019-09-28,"16:00:00","https://t.me/shojosupportchannel/1234","wall","灣仔區","維多利亞公園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,2019-09-28,"14:30:00","https://t.me/Lennonovazed_channel/194","wall","灣仔區","維多利亞公園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,2019-09-29,"12:00:00","https://t.me/shojosupportchannel/1263","others","深水埗區","又一城",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,2019-09-29,"15:00:00","https://t.me/shojosupportchannel/1263","assembly","深水埗區","又一城",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,2019-09-29,"12:00:00","https://t.me/shojosupportchannel/1263","others","灣仔區","sogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,2019-09-29,"14:00:00","https://t.me/shojosupportchannel/1263","assembly","荃灣區","荃灣公園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,2019-09-29,"14:00:00","https://t.me/shojosupportchannel/1263","assembly","中西區,灣仔區","政府總部","崇光",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,2019-09-30,"07:55:00","https://t.me/hkstandstrong_promo/11938,https://t.me/hkstandstrong_promo/12017","chain","黃大仙區","新蒲崗",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,2019-09-30,"19:30:00","https://t.me/hkstandstrong_promo/12737","chain","中西區","中環",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,2019-09-30,"17:30:00","https://t.me/hkpicnic/1023,https://t.me/SSStrike2019/223","strike","中西區","遮打花園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,2019-09-30,"19:30:00","https://t.me/hkstandstrong_promo/12737","chain","油尖旺區","天星碼頭",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,2019-10-01,"19:00:00","https://t.me/hkpicnic/1056","wall","北區","上水",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,2019-10-01,"07:00:00","https://t.me/saveinghker101/7","march","油尖旺區","尖沙咀",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,2019-10-01,"13:00:00","https://t.me/saveinghker101/7","march","屯門區","屯門政府合署",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,2019-10-01,"13:00:00","https://t.me/shojosupportchannel/1374","assembly","屯門區","屯門政府合署",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,2019-10-01,"13:00:00","https://t.me/saveinghker101/7","march","沙田區","車公廟",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,2019-10-01,"13:00:00","https://t.me/shojosupportchannel/1374","assembly","沙田區","沙田",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,2019-10-01,"13:00:00","https://t.me/saveinghker101/7","march","灣仔區","修頓遊樂場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,2019-10-01,"13:00:00","https://t.me/shojosupportchannel/1374","assembly","灣仔區","修頓遊樂場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,2019-10-01,"13:00:00","https://t.me/saveinghker101/7","march","深水埗區,黃大仙區","楓樹街",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,2019-10-01,"13:00:00","https://t.me/shojosupportchannel/1374","assembly","深水埗區,黃大仙區","楓樹街",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,2019-10-01,"13:00:00","https://t.me/saveinghker101/7","march","荃灣區","沙咀道",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,2019-10-01,"13:00:00","https://t.me/shojosupportchannel/1374","assembly","荃灣區","沙咀道",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,2019-10-01,"14:00:00","https://t.me/saveinghker101/7","march","灣仔區,中西區","維多利亞公園",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,2019-10-02,"09:00:00","https://t.me/hkstandstrong_promo/13813,https://t.me/hkstandstrong_promo/13814,https://t.me/Lennonovazed_channel/321,https://t.me/hkpicnic/1144,https://t.me/shojosupportchannel/1436,https://t.me/shojosupportchannel/1492","court","油尖旺區","西九龍法院大樓",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,2019-10-02,"09:30:00","https://t.me/hkstandstrong_promo/13813,https://t.me/shojosupportchannel/1436,https://t.me/shojosupportchannel/1492","court","中西區","金鐘",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
638,2019-10-02,"09:30:00","https://t.me/hkstandstrong_promo/13813,https://t.me/shojosupportchannel/1436,https://t.me/shojosupportchannel/1492","court","中西區","中環",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,2019-10-02,"09:00:00","https://t.me/hkstandstrong_promo/13814,https://t.me/Lennonovazed_channel/321,https://t.me/hkpicnic/1144,https://t.me/shojosupportchannel/1492","court","深水埗區","西九龍法院大樓",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,2019-10-02,"19:00:00","https://t.me/hkstandstrong_promo/13814,https://t.me/Lennonovazed_channel/321,https://t.me/hkpicnic/1144,https://t.me/shojosupportchannel/1492","court","深水埗區","深水埗楓樹街",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,2019-10-02,"20:00:00","https://t.me/saveinghker101/113","march","深水埗區","又一城",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,2019-10-02,"20:00:00","https://t.me/shojosupportchannel/1492","memorial","深水埗區","深水埗楓樹街",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,2019-10-02,"08:00:00","https://t.me/hkpicnic/1151","others","荃灣區","沙咀道",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,2019-10-02,"20:00:00","https://t.me/saveinghker101/113","march","荃灣區","沙咀道",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,2019-10-02,"12:00:00","https://t.me/shojosupportchannel/1374","assembly","荃灣區","荃灣",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,2019-10-02,"07:00:00","https://t.me/shojosupportchannel/1492","assembly","荃灣區","荃灣公立何傳耀紀念中學",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,2019-10-02,"19:00:00","https://t.me/shojosupportchannel/1492","court","荃灣區","沙咀道遊樂場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,2019-10-02,"20:00:00","https://t.me/shojosupportchannel/1492","memorial","荃灣區","沙咀道遊樂場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,2019-10-02,"13:00:00","https://t.me/shojosupportchannel/1374","march","中西區,灣仔區","英國領事館",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,2019-10-02,"12:00:00","https://t.me/shojosupportchannel/1374","assembly","中西區,灣仔區","英國領事館",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,2019-10-02,"12:00:00","https://t.me/shojosupportchannel/1374","assembly","屯門區","屯門",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,2019-10-02,"19:00:00","https://t.me/shojosupportchannel/1492","court","屯門區","屯門",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,2019-10-02,"20:00:00","https://t.me/shojosupportchannel/1492","memorial","屯門區","屯門",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,2019-10-02,"12:00:00","https://t.me/shojosupportchannel/1374","assembly","沙田區","沙田",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,2019-10-02,"19:00:00","https://t.me/shojosupportchannel/1492","court","沙田區","新城市廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,2019-10-02,"20:00:00","https://t.me/shojosupportchannel/1492","memorial","沙田區","新城市廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,2019-10-02,"18:00:00","https://t.me/cusunews/5233","others","沙田區","新城市廣場",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,2019-10-02,"12:00:00","https://t.me/shojosupportchannel/1374","assembly","深水埗區,黃大仙區","深水埗","黃大仙",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,2019-10-02,"10:00:00","https://t.me/shojosupportchannel/1492","court","九龍城區","九龍塘",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,2019-10-02,"09:00:00","https://t.me/shojosupportchannel/1492","court","觀塘區","觀塘",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
